benchmark,dataset,instance_id,seed,agent,arm,run,verdict,cost_usd,num_turns,wall_secs,agent_surface,agent_version,result_path
swebench,swebench-verified-mini,django__django-11815,1,claude,baseline,1,PASS,0.23587324999999998,15,77,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11815_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11815,1,claude,bash_only,1,PASS,0.18687394999999998,20,120,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11815_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11815,1,claude,onlycode,1,PASS,0.1670965,18,94,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11815_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,1,claude,baseline,1,FAIL,0.06263025,6,31,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11848_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,1,claude,bash_only,1,PASS,0.08665755000000001,10,44,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11848_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11848,1,claude,onlycode,1,PASS,0.06902335000000001,10,65,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11848_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,1,claude,baseline,1,PASS,0.04669005,5,23,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11880_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,1,claude,bash_only,1,PASS,0.07180995,9,33,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11880_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11880,1,claude,onlycode,1,PASS,0.05728405000000001,10,45,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11880_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,1,claude,baseline,1,PASS,1.00268745,44,384,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11885_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,1,claude,bash_only,1,PASS,1.0197204999999998,39,470,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11885_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11885,1,claude,onlycode,1,PASS,0.5642879500000001,20,264,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11885_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,1,claude,baseline,1,PASS,0.07250329999999999,9,36,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11951_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,1,claude,bash_only,1,PASS,0.05057555,8,28,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11951_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11951,1,claude,onlycode,1,PASS,0.0649852,9,39,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11951_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,1,claude,baseline,1,PASS,0.5657472,16,234,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11964_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,1,claude,bash_only,1,PASS,0.2674951,20,172,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11964_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11964,1,claude,onlycode,1,PASS,0.18023275,19,124,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11964_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,1,claude,baseline,1,PASS,0.1389889,7,64,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11999_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,1,claude,bash_only,1,PASS,0.0725674,11,48,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11999_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-11999,1,claude,onlycode,1,PASS,0.09179124999999999,14,68,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-11999_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,1,claude,baseline,1,PASS,0.09289465,8,48,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12039_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,1,claude,bash_only,1,PASS,0.07889035,9,43,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12039_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12039,1,claude,onlycode,1,PASS,0.14623474999999997,14,94,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12039_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,1,claude,baseline,1,PASS,0.03261045,4,11,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12050_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,1,claude,bash_only,1,PASS,0.03957854999999999,7,31,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12050_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12050,1,claude,onlycode,1,PASS,0.043342500000000006,9,35,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12050_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,1,claude,baseline,1,PASS,0.06113829999999999,8,43,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12143_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,1,claude,bash_only,1,PASS,0.044397,7,57,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12143_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12143,1,claude,onlycode,1,PASS,0.055547049999999994,11,41,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12143_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,1,claude,baseline,1,FAIL,0.034536500000000005,4,20,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12155_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,1,claude,bash_only,1,FAIL,0.036005249999999996,6,21,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12155_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12155,1,claude,onlycode,1,FAIL,0.0528111,10,42,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12155_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,1,claude,baseline,1,FAIL,0.1241222,8,70,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12193_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,1,claude,bash_only,1,FAIL,0.09827975,12,58,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12193_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12193,1,claude,onlycode,1,FAIL,0.17054465,14,100,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12193_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,1,claude,baseline,1,FAIL,1.8423456,52,906,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12209_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,1,claude,bash_only,1,FAIL,1.7133811500000002,55,934,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12209_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12209,1,claude,onlycode,1,FAIL,1.36123275,45,722,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12209_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,1,claude,baseline,1,PASS,0.15593025,9,75,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12262_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,1,claude,bash_only,1,PASS,0.08406759999999999,9,55,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12262_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12262,1,claude,onlycode,1,PASS,0.13026925,19,145,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12262_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,1,claude,baseline,1,FAIL,1.1475879500000001,44,549,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12273_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,1,claude,bash_only,1,FAIL,0.4653485,23,311,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12273_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12273,1,claude,onlycode,1,FAIL,0.35888860000000006,22,234,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12273_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12276,1,claude,baseline,1,PASS,0.09772329999999999,11,39,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12276_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12276,1,claude,bash_only,1,PASS,0.097168,15,53,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12276_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12276,1,claude,onlycode,1,PASS,0.09744085000000001,13,67,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12276_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12304,1,claude,baseline,1,PASS,0.17835545,14,86,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12304_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12304,1,claude,bash_only,1,PASS,0.17649979999999998,16,102,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12304_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12304,1,claude,onlycode,1,PASS,0.18161815,21,141,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12304_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12308,1,claude,baseline,1,PASS,0.17951945,16,94,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12308_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12308,1,claude,bash_only,1,FAIL,0.12449030000000003,18,110,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12308_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12308,1,claude,onlycode,1,FAIL,0.27073660000000005,29,156,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12308_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12325,1,claude,baseline,1,FAIL,0.19859479999999996,13,107,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12325_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12325,1,claude,bash_only,1,FAIL,0.1529888,16,101,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12325_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12325,1,claude,onlycode,1,FAIL,0.19455715,21,123,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12325_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12406,1,claude,baseline,1,FAIL,0.4546626000000001,15,258,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12406_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12406,1,claude,bash_only,1,FAIL,0.28639840000000005,33,148,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12406_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12406,1,claude,onlycode,1,FAIL,0.19286775,21,101,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12406_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12708,1,claude,baseline,1,PASS,0.12500605000000004,8,51,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12708_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12708,1,claude,bash_only,1,PASS,0.0961119,12,59,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12708_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12708,1,claude,onlycode,1,PASS,0.37233070000000007,29,235,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12708_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12713,1,claude,baseline,1,PASS,0.06888235,7,29,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12713_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12713,1,claude,bash_only,1,PASS,0.06715565,9,52,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12713_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12713,1,claude,onlycode,1,PASS,0.05579074999999999,8,31,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12713_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-12774,1,claude,baseline,1,PASS,0.12997205,15,62,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12774_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-12774,1,claude,bash_only,1,PASS,0.10407689999999997,15,69,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12774_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-12774,1,claude,onlycode,1,PASS,0.11311410000000001,18,87,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-12774_onlycode_run1.jsonl
swebench,swebench-verified-mini,django__django-9296,1,claude,baseline,1,PASS,0.03344585,4,11,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-9296_baseline_run1.jsonl
swebench,swebench-verified-mini,django__django-9296,1,claude,bash_only,1,PASS,0.041811549999999996,8,26,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-9296_bash_only_run1.jsonl
swebench,swebench-verified-mini,django__django-9296,1,claude,onlycode,1,PASS,0.05225555,8,35,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/django__django-9296_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-13859,1,claude,baseline,1,FAIL,0.3151722000000001,14,110,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-13859_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-13859,1,claude,bash_only,1,FAIL,0.2241282,25,92,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-13859_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-13859,1,claude,onlycode,1,FAIL,0.18212655,19,87,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-13859_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-19763,1,claude,baseline,1,FAIL,0.19336935,7,145,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-19763_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-19763,1,claude,bash_only,1,FAIL,0.25801854999999996,13,163,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-19763_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-19763,1,claude,onlycode,1,FAIL,0.1294227,13,83,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-19763_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-21042,1,claude,baseline,1,PASS,1.4220220999999997,61,638,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-21042_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-21042,1,claude,bash_only,1,PASS,2.6987818000000003,108,1226,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-21042_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-21042,1,claude,onlycode,1,PASS,1.6959252999999999,71,802,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-21042_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-22767,1,claude,baseline,1,FAIL,0.10136640000000001,10,43,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-22767_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-22767,1,claude,bash_only,1,FAIL,0.08021895,11,46,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-22767_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-22767,1,claude,onlycode,1,FAIL,0.14206584999999997,16,92,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-22767_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-23088,1,claude,baseline,1,FAIL,1.5636112000000004,59,852,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-23088_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-23088,1,claude,bash_only,1,FAIL,1.65351225,78,845,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-23088_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-23088,1,claude,onlycode,1,FAIL,0.15697175,19,222,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-23088_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-23476,1,claude,baseline,1,FAIL,0.3712132,25,164,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-23476_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-23476,1,claude,bash_only,1,FAIL,0.34370274999999995,33,157,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-23476_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-23476,1,claude,onlycode,1,FAIL,0.32047880000000006,28,179,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-23476_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-24177,1,claude,baseline,1,PASS,0.8552561000000002,45,452,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-24177_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-24177,1,claude,bash_only,1,PASS,0.59847405,38,281,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-24177_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-24177,1,claude,onlycode,1,PASS,0.5766300499999999,35,396,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-24177_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-24637,1,claude,baseline,1,PASS,0.10198080000000001,10,41,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-24637_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-24637,1,claude,bash_only,1,PASS,0.09508370000000001,13,50,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-24637_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-24637,1,claude,onlycode,1,PASS,0.09728145,16,68,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-24637_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25126,1,claude,baseline,1,PASS,1.3541262,69,744,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25126_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25126,1,claude,bash_only,1,PASS,1.960824,78,936,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25126_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25126,1,claude,onlycode,1,PASS,1.3821816999999996,64,723,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25126_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25442,1,claude,baseline,1,PASS,0.68666205,25,396,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25442_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25442,1,claude,bash_only,1,PASS,0.9297138,42,502,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25442_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25442,1,claude,onlycode,1,PASS,0.14914979999999997,12,86,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25442_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25772,1,claude,baseline,1,FAIL,0.7020127999999999,24,374,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25772_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25772,1,claude,bash_only,1,FAIL,0.46834625,16,236,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25772_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-25772,1,claude,onlycode,1,FAIL,0.22130609999999998,15,118,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-25772_onlycode_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-26160,1,claude,baseline,1,FAIL,0.22234234999999997,11,98,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-26160_baseline_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-26160,1,claude,bash_only,1,FAIL,0.18694400000000003,18,86,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-26160_bash_only_run1.jsonl
swebench,swebench-datasci-mini,matplotlib__matplotlib-26160,1,claude,onlycode,1,FAIL,0.16800684999999996,15,91,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/matplotlib__matplotlib-26160_onlycode_run1.jsonl
swebench,swebench-datasci-mini,mwaskom__seaborn-2389,1,claude,baseline,1,PASS,0.1356406,10,87,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/mwaskom__seaborn-2389_baseline_run1.jsonl
swebench,swebench-datasci-mini,mwaskom__seaborn-2389,1,claude,bash_only,1,PASS,0.14272725,15,90,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/mwaskom__seaborn-2389_bash_only_run1.jsonl
swebench,swebench-datasci-mini,mwaskom__seaborn-2389,1,claude,onlycode,1,PASS,0.13507805,18,92,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/mwaskom__seaborn-2389_onlycode_run1.jsonl
swebench,swebench-datasci-mini,mwaskom__seaborn-2813,1,claude,baseline,1,PASS,0.5677939999999999,20,305,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/mwaskom__seaborn-2813_baseline_run1.jsonl
swebench,swebench-datasci-mini,mwaskom__seaborn-2813,1,claude,bash_only,1,FAIL,0.27419945,17,162,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/mwaskom__seaborn-2813_bash_only_run1.jsonl
swebench,swebench-datasci-mini,mwaskom__seaborn-2813,1,claude,onlycode,1,FAIL,0.47569249999999996,30,610,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/mwaskom__seaborn-2813_onlycode_run1.jsonl
swebench,swebench-datasci-mini,mwaskom__seaborn-2946,1,claude,baseline,1,PASS,0.36215195000000006,20,192,claude_code,2.1.139 (Claude Code),runs/swebench/full_run_seed_1/mwaskom__seaborn-2946_baseline_run1.jsonl
