benchmark,agent,instance_id,patch_lines_added,patch_lines_removed,patch_lines_changed,patch_files_touched,baseline_cost_usd,baseline_cost_usd_adjusted,baseline_input_tokens,baseline_llm_calls,baseline_num_turns,baseline_output_tokens,baseline_pass,baseline_tool_calls,bash_only_cost_usd,bash_only_cost_usd_adjusted,bash_only_input_tokens,bash_only_llm_calls,bash_only_num_turns,bash_only_output_tokens,bash_only_pass,bash_only_tool_calls,delta_cost_usd_adjusted_bash_only_minus_baseline,delta_cost_usd_adjusted_onlycode_minus_baseline,delta_cost_usd_adjusted_onlycode_minus_bash_only,delta_cost_usd_bash_only_minus_baseline,delta_cost_usd_onlycode_minus_baseline,delta_cost_usd_onlycode_minus_bash_only,delta_input_tokens_bash_only_minus_baseline,delta_input_tokens_onlycode_minus_baseline,delta_input_tokens_onlycode_minus_bash_only,delta_llm_calls_bash_only_minus_baseline,delta_llm_calls_onlycode_minus_baseline,delta_llm_calls_onlycode_minus_bash_only,delta_num_turns_bash_only_minus_baseline,delta_num_turns_onlycode_minus_baseline,delta_num_turns_onlycode_minus_bash_only,delta_output_tokens_bash_only_minus_baseline,delta_output_tokens_onlycode_minus_baseline,delta_output_tokens_onlycode_minus_bash_only,delta_pass_bash_only_minus_baseline,delta_pass_onlycode_minus_baseline,delta_pass_onlycode_minus_bash_only,delta_tool_calls_bash_only_minus_baseline,delta_tool_calls_onlycode_minus_baseline,delta_tool_calls_onlycode_minus_bash_only,onlycode_cost_usd,onlycode_cost_usd_adjusted,onlycode_input_tokens,onlycode_llm_calls,onlycode_num_turns,onlycode_output_tokens,onlycode_pass,onlycode_tool_calls
swebench,claude,django__django-12050,4,15,19,1,0.0526515,0.0523275,67614.0,10.333333333333334,5.333333333333333,862.0,1.0,3.0,0.037763849999999995,0.037763849999999995,40642.333333333336,10.333333333333334,7.0,992.0,1.0,2.6666666666666665,-0.014563650000000004,0.003258283333333334,0.017821933333333338,-0.014887650000000002,0.00409438333333334,0.018982033333333342,-26971.666666666664,-27297.0,-325.33333333333576,0.0,5.0,5.0,1.666666666666667,5.666666666666667,4.0,130.0,945.0,815.0,0.0,0.0,0.0,-0.3333333333333335,3.666666666666667,4.0,0.05674588333333334,0.05558578333333333,40317.0,15.333333333333334,11.0,1807.0,1.0,6.666666666666667
swebench,claude,django__django-12143,3,1,4,1,0.051829466666666664,0.051505466666666666,77098.0,9.666666666666666,6.333333333333333,1044.3333333333333,1.0,1.6666666666666667,0.04393735000000001,0.043613349999999995,42606.333333333336,11.0,7.0,1187.0,1.0,2.0,-0.007892116666666671,0.015084333333333325,0.022976449999999995,-0.007892116666666657,0.015920433333333324,0.02381254999999998,-34491.666666666664,-24736.333333333336,9755.333333333328,1.333333333333334,7.333333333333334,6.0,0.666666666666667,6.333333333333333,5.666666666666666,142.66666666666674,1135.3333333333333,992.6666666666665,0.0,0.0,0.0,0.33333333333333326,5.666666666666666,5.333333333333333,0.06774989999999999,0.06658979999999999,52361.666666666664,17.0,12.666666666666666,2179.6666666666665,1.0,7.333333333333333
swebench,claude,django__django-12155,6,17,23,2,0.04349075,0.043166750000000004,49139.333333333336,8.0,4.0,695.6666666666666,0.0,3.0,0.03541083333333333,0.035086833333333324,34430.666666666664,9.0,6.0,936.3333333333334,0.0,2.0,-0.00807991666666668,0.007682033333333331,0.01576195000000001,-0.008079916666666673,0.00851813333333333,0.016598050000000003,-14708.666666666672,-13650.333333333336,1058.3333333333358,1.0,5.333333333333334,4.333333333333334,2.0,5.333333333333334,3.333333333333334,240.66666666666674,951.6666666666666,710.9999999999999,0.0,0.0,0.0,-1.0,1.333333333333333,2.333333333333333,0.05200888333333333,0.050848783333333335,35489.0,13.333333333333334,9.333333333333334,1647.3333333333333,0.0,4.333333333333333
swebench,claude,django__django-12193,1,3,4,1,0.14339861666666667,0.14307461666666665,160283.0,18.333333333333332,11.333333333333334,4401.0,0.0,3.6666666666666665,0.10928833333333332,0.10896433333333333,94451.0,20.0,13.0,3685.0,0.0,5.0,-0.034110283333333324,0.044384066666666694,0.07849435000000002,-0.03411028333333335,0.04522016666666667,0.07933045000000002,-65832.0,-21411.333333333343,44420.66666666666,1.6666666666666679,8.0,6.333333333333332,1.666666666666666,5.666666666666666,4.0,-716.0,2018.0,2734.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333335,6.333333333333334,5.0,0.18861878333333335,0.18745868333333335,138871.66666666666,26.333333333333332,17.0,6419.0,0.3333333333333333,10.0
swebench,claude,django__django-12209,1,0,1,1,1.5204594333333334,1.5112515333333334,1749609.3333333333,73.0,41.0,50971.0,0.0,13.666666666666666,1.9139898333333332,1.9106886333333335,2609872.0,97.0,60.666666666666664,58201.666666666664,0.0,30.666666666666668,0.3994371000000001,-0.2918051833333335,-0.6912422833333336,0.3935303999999997,-0.29753278333333344,-0.6910631833333332,860262.6666666667,-309768.0,-1170030.6666666667,24.0,5.666666666666671,-18.33333333333333,19.666666666666664,3.3333333333333357,-16.33333333333333,7230.666666666664,-11981.666666666664,-19212.33333333333,0.0,0.0,0.0,17.0,3.666666666666666,-13.333333333333336,1.22292665,1.21944635,1439841.3333333333,78.66666666666667,44.333333333333336,38989.333333333336,0.0,17.333333333333332
swebench,claude,django__django-12262,1,1,2,1,0.11614985,0.10694195,116533.66666666667,13.333333333333334,8.0,2667.3333333333335,1.0,2.0,0.09104173333333332,0.09104173333333332,77720.33333333333,15.666666666666666,10.0,3010.6666666666665,1.0,4.333333333333333,-0.015900216666666675,0.03646203333333335,0.05236225000000003,-0.02510811666666668,0.02957433333333334,0.05468245000000002,-38813.33333333334,-12106.0,26707.333333333343,2.333333333333332,12.666666666666666,10.333333333333334,2.0,9.666666666666668,7.666666666666668,343.33333333333303,2533.9999999999995,2190.6666666666665,0.0,0.0,0.0,2.333333333333333,8.333333333333334,6.000000000000001,0.14572418333333334,0.14340398333333335,104427.66666666667,26.0,17.666666666666668,5201.333333333333,1.0,10.333333333333334
swebench,claude,django__django-12273,3,0,3,1,0.8098921,0.8098921,908454.3333333334,49.333333333333336,31.0,26777.333333333332,0.0,10.333333333333334,0.6907232,0.6874220000000001,729803.0,48.0,31.666666666666668,23047.0,0.0,14.0,-0.12247009999999992,-0.06964075000000014,0.052829349999999775,-0.11916890000000002,-0.06848065000000014,0.05068824999999988,-178651.33333333337,78541.33333333326,257192.66666666663,-1.3333333333333357,13.0,14.333333333333336,0.6666666666666679,8.333333333333336,7.666666666666668,-3730.333333333332,-5047.0,-1316.6666666666679,0.0,0.0,0.0,3.666666666666666,10.333333333333334,6.666666666666668,0.7414114499999999,0.7402513499999999,986995.6666666666,62.333333333333336,39.333333333333336,21730.333333333332,0.0,20.666666666666668
swebench,claude,django__django-12276,3,3,6,1,0.11290739999999999,0.1036995,157250.66666666666,16.666666666666668,10.666666666666666,2019.3333333333333,1.0,4.0,0.1075756,0.10427439999999999,114372.66666666667,21.333333333333332,14.666666666666666,2723.3333333333335,1.0,7.333333333333333,0.0005748999999999893,-0.016062499999999993,-0.016637399999999983,-0.005331799999999998,-0.025270399999999985,-0.019938599999999987,-42877.999999999985,-95017.33333333331,-52139.333333333336,4.666666666666664,0.6666666666666643,-4.0,4.0,1.6666666666666679,-2.333333333333332,704.0000000000002,728.3333333333333,24.33333333333303,0.0,0.0,0.0,3.333333333333333,3.333333333333333,0.0,0.087637,0.087637,62233.333333333336,17.333333333333332,12.333333333333334,2747.6666666666665,1.0,7.333333333333333
swebench,claude,django__django-12304,1,0,1,1,0.22146569999999996,0.22146569999999996,355595.0,32.333333333333336,19.333333333333332,4891.0,0.6666666666666666,7.666666666666667,0.1802963333333333,0.1802963333333333,194453.0,28.666666666666668,18.0,5376.0,1.0,9.333333333333334,-0.04116936666666665,-0.03916506666666664,0.0020043000000000144,-0.04116936666666665,-0.03916506666666664,0.0020043000000000144,-161142.0,-199706.33333333334,-38564.33333333334,-3.666666666666668,-0.3333333333333357,3.333333333333332,-1.3333333333333321,-0.6666666666666643,0.6666666666666679,485.0,1212.666666666667,727.666666666667,0.33333333333333337,0.33333333333333337,0.0,1.666666666666667,0.666666666666667,-1.0,0.18230063333333332,0.18230063333333332,155888.66666666666,32.0,18.666666666666668,6103.666666666667,1.0,8.333333333333334
swebench,claude,django__django-12308,5,0,5,1,0.12908121666666666,0.12908121666666666,166910.33333333334,21.333333333333332,13.333333333333334,3301.3333333333335,0.6666666666666666,3.3333333333333335,0.1442861,0.1409849,134519.33333333334,26.666666666666668,17.333333333333332,4542.666666666667,0.3333333333333333,5.666666666666667,0.011903683333333331,0.14348055000000004,0.1315768666666667,0.015204883333333336,0.14348055000000004,0.1282756666666667,-32391.0,160590.66666666666,192981.66666666666,5.333333333333336,20.666666666666668,15.333333333333332,3.9999999999999982,13.666666666666666,9.666666666666668,1241.3333333333335,3976.3333333333335,2735.0,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,2.3333333333333335,10.666666666666666,8.333333333333332,0.2725617666666667,0.2725617666666667,327501.0,42.0,27.0,7277.666666666667,0.0,14.0
swebench,claude,django__django-12325,2,6,8,2,0.24400556666666665,0.24400556666666665,226023.33333333334,31.666666666666668,13.666666666666666,6266.333333333333,0.0,11.666666666666666,0.18627824999999998,0.18297705,184841.33333333334,28.666666666666668,19.0,5798.0,0.0,8.666666666666666,-0.06102851666666664,-0.045245199999999985,0.015783316666666658,-0.05772731666666667,-0.045245199999999985,0.012482116666666682,-41182.0,-63541.33333333334,-22359.333333333343,-3.0,-4.0,-1.0,5.333333333333334,4.333333333333334,-1.0,-468.33333333333303,572.3333333333339,1040.666666666667,0.0,0.0,0.0,-3.0,-2.666666666666666,0.3333333333333339,0.19876036666666666,0.19876036666666666,162482.0,27.666666666666668,18.0,6838.666666666667,0.0,9.0
swebench,claude,django__django-12406,10,7,17,2,0.47922296666666675,0.47922296666666675,287118.0,58.0,16.333333333333332,7144.666666666667,0.0,29.0,0.3547007166666667,0.35139951666666663,447560.6666666667,53.0,34.333333333333336,9940.333333333334,0.0,14.666666666666666,-0.12782345000000012,-0.19464698333333336,-0.06682353333333324,-0.12452225000000006,-0.19464698333333336,-0.0701247333333333,160442.6666666667,30362.666666666686,-130080.0,-5.0,-14.666666666666664,-9.666666666666664,18.000000000000004,12.0,-6.0000000000000036,2795.666666666667,1362.333333333333,-1433.333333333334,0.0,0.0,0.0,-14.333333333333334,-14.0,0.3333333333333339,0.2845759833333334,0.2845759833333334,317480.6666666667,43.333333333333336,28.333333333333332,8507.0,0.0,15.0
swebench,claude,django__django-12708,6,1,7,1,0.10675561666666666,0.10675561666666666,128879.66666666667,14.666666666666666,8.666666666666666,2215.6666666666665,1.0,3.3333333333333335,0.11836058333333332,0.11175818333333332,112367.0,19.666666666666668,12.333333333333334,2821.3333333333335,1.0,5.0,0.005002566666666652,0.07584371666666667,0.07084115000000002,0.01160496666666666,0.0770038166666667,0.06539885000000004,-16512.66666666667,33255.66666666667,49768.33333333334,5.000000000000002,14.000000000000002,9.0,3.666666666666668,8.666666666666666,4.999999999999998,605.666666666667,3623.0000000000005,3017.3333333333335,0.0,0.0,0.0,1.6666666666666665,4.333333333333334,2.666666666666667,0.18375943333333336,0.18259933333333334,162135.33333333334,28.666666666666668,17.333333333333332,5838.666666666667,1.0,7.666666666666667
swebench,claude,django__django-12713,19,11,30,1,0.0713436,0.0713436,92828.66666666667,12.0,7.0,1583.0,1.0,1.6666666666666667,0.06611793333333334,0.06611793333333334,64181.0,14.0,9.0,1963.3333333333333,1.0,4.0,-0.005225666666666656,-0.011005333333333325,-0.005779666666666669,-0.005225666666666656,-0.011005333333333325,-0.005779666666666669,-28647.66666666667,-57873.333333333336,-29225.666666666664,2.0,0.0,-2.0,2.0,1.0,-1.0,380.33333333333326,445.0,64.66666666666674,0.0,0.0,0.0,2.333333333333333,2.333333333333333,0.0,0.06033826666666667,0.06033826666666667,34955.333333333336,12.0,8.0,2028.0,1.0,4.0
swebench,claude,django__django-12774,11,1,12,1,0.13169121666666667,0.12248331666666666,188210.0,21.666666666666668,13.0,2643.0,1.0,5.333333333333333,0.12710714999999997,0.12710714999999997,167564.0,28.0,18.666666666666668,3192.6666666666665,1.0,8.666666666666666,0.004623833333333313,-0.019921133333333327,-0.02454496666666664,-0.004584066666666692,-0.029129033333333332,-0.02454496666666664,-20646.0,-98586.0,-77940.0,6.333333333333332,4.0,-2.333333333333332,5.666666666666668,3.333333333333332,-2.3333333333333357,549.6666666666665,674.0,124.33333333333348,0.0,0.0,0.0,3.333333333333333,3.000000000000001,-0.33333333333333215,0.10256218333333333,0.10256218333333333,89624.0,25.666666666666668,16.333333333333332,3317.0,1.0,8.333333333333334
swebench,claude,django__django-9296,4,0,4,1,0.03315705,0.03315705,48908.0,5.0,4.0,616.6666666666666,1.0,2.0,0.04932059999999999,0.048996599999999994,57247.333333333336,14.0,9.666666666666666,1340.6666666666667,1.0,4.333333333333333,0.015839549999999994,0.02473466666666667,0.008895116666666675,0.016163549999999992,0.02473466666666667,0.008571116666666677,8339.333333333336,-4034.3333333333358,-12373.666666666672,9.0,9.0,0.0,5.666666666666666,6.0,0.3333333333333339,724.0000000000001,990.0000000000001,266.0,0.0,0.0,0.0,2.333333333333333,4.0,1.666666666666667,0.05789171666666667,0.05789171666666667,44873.666666666664,14.0,10.0,1606.6666666666667,1.0,6.0
swebench,claude,matplotlib__matplotlib-13859,6,6,12,1,0.337683,0.3189441,411582.0,39.333333333333336,22.0,6135.0,0.3333333333333333,17.0,0.23223180000000002,0.2289306,278927.3333333333,34.0,24.0,5803.0,0.0,11.666666666666666,-0.0900135,0.009497883333333346,0.09951138333333334,-0.1054512,-0.006920816666666663,0.09853038333333333,-132654.6666666667,14586.333333333314,147241.0,-5.333333333333336,0.6666666666666643,6.0,2.0,4.0,2.0,-332.0,2052.666666666667,2384.666666666667,-0.3333333333333333,-0.3333333333333333,0.0,-5.333333333333334,-2.333333333333334,3.0,0.33076218333333335,0.32844198333333335,426168.3333333333,40.0,26.0,8187.666666666667,0.0,14.666666666666666
swebench,claude,matplotlib__matplotlib-19763,34,17,51,1,0.16841068333333334,0.16808758333333332,146579.66666666666,15.0,8.333333333333334,5505.0,0.0,2.3333333333333335,0.19810481666666666,0.19480361666666665,143488.0,20.666666666666668,12.0,6482.0,0.0,4.333333333333333,0.026716033333333333,-0.008488783333333305,-0.03520481666666664,0.029694133333333317,-0.0076517833333333285,-0.037345916666666645,-3091.666666666657,-57668.33333333333,-54576.66666666667,5.666666666666668,5.333333333333332,-0.3333333333333357,3.666666666666666,4.0,0.3333333333333339,977.0,622.666666666667,-354.33333333333303,0.0,0.0,0.0,1.9999999999999996,3.6666666666666665,1.666666666666667,0.1607589,0.1595988,88911.33333333333,20.333333333333332,12.333333333333334,6127.666666666667,0.0,6.0
swebench,claude,matplotlib__matplotlib-21042,5,2,7,1,1.030565883333333,1.0302427833333332,1499461.6666666667,76.66666666666667,49.0,27793.666666666668,0.3333333333333333,18.333333333333332,1.561351916666667,1.554425516666667,2618052.3333333335,121.0,80.33333333333333,37087.666666666664,0.6666666666666666,39.333333333333336,0.5241827333333338,0.3186037333333336,-0.20557900000000018,0.5307860333333339,0.31944073333333356,-0.2113453000000003,1118590.6666666667,492097.6666666665,-626493.0000000002,44.33333333333333,28.33333333333333,-16.0,31.33333333333333,17.66666666666667,-13.666666666666657,9293.999999999996,7886.999999999996,-1407.0,0.3333333333333333,0.0,-0.3333333333333333,21.000000000000004,17.333333333333332,-3.6666666666666714,1.3500066166666667,1.3488465166666668,1991559.3333333333,105.0,66.66666666666667,35680.666666666664,0.3333333333333333,35.666666666666664
swebench,claude,matplotlib__matplotlib-22767,6,1,7,1,0.0656148,0.0652917,93894.66666666667,10.0,7.0,1495.0,0.0,3.0,0.06761855,0.06729455,70704.66666666667,14.0,10.333333333333334,2004.0,0.0,6.0,0.0020028500000000005,0.014199533333333333,0.012196683333333333,0.0020037499999999986,0.015036533333333324,0.013032783333333325,-23190.0,-38487.333333333336,-15297.333333333336,4.0,6.0,2.0,3.333333333333334,3.333333333333334,0.0,509.0,1229.6666666666665,720.6666666666665,0.0,0.0,0.0,3.0,1.666666666666667,-1.333333333333333,0.08065133333333332,0.07949123333333333,55407.333333333336,16.0,10.333333333333334,2724.6666666666665,0.0,4.666666666666667
swebench,claude,matplotlib__matplotlib-23088,22,14,36,1,0.6812400666666668,0.6809169666666669,989565.3333333334,53.0,32.333333333333336,18644.333333333332,0.0,15.333333333333334,0.6763316333333332,0.6694052333333333,951006.0,62.0,40.333333333333336,18242.333333333332,0.0,22.666666666666668,-0.011511733333333551,-0.1339952000000002,-0.12248346666666665,-0.004908433333333573,-0.13315820000000012,-0.12824976666666654,-38559.33333333337,-303122.66666666674,-264563.3333333334,9.0,5.0,-4.0,8.0,2.6666666666666643,-5.333333333333336,-402.0,-2992.333333333332,-2590.333333333332,0.0,0.0,0.0,7.333333333333334,2.666666666666666,-4.666666666666668,0.5480818666666667,0.5469217666666667,686442.6666666666,58.0,35.0,15652.0,0.0,18.0
